0.00000000e+00, 1.00000000e+00
1.01017489e-04, 9.00204480e-01
2.02028517e-04, 8.39208066e-01
3.03038541e-04, 7.78592348e-01
4.04048536e-04, 7.24095583e-01
5.05058561e-04, 6.75871015e-01
6.06068585e-04, 6.33078575e-01
7.07078609e-04, 5.94859362e-01
8.08088575e-04, 5.60496509e-01
9.09098599e-04, 5.29412210e-01
1.01010862e-03, 5.01140952e-01
1.11111871e-03, 4.75303590e-01
1.21212867e-03, 4.51588720e-01
1.31313864e-03, 4.29737598e-01
1.41414872e-03, 4.09533411e-01
1.51515868e-03, 3.90792698e-01
1.61616877e-03, 3.73359263e-01
1.71717873e-03, 3.57099265e-01
1.81818870e-03, 3.41896921e-01
1.91919878e-03, 3.27651799e-01
2.02020886e-03, 3.14276189e-01
2.12121871e-03, 3.01693141e-01
2.22222880e-03, 2.89834738e-01
2.32323888e-03, 2.78640866e-01
2.42424896e-03, 2.68058121e-01
2.52525881e-03, 2.58038849e-01
2.62626889e-03, 2.48540282e-01
2.72727897e-03, 2.39524052e-01
2.82828882e-03, 2.30955541e-01
2.92929891e-03, 2.22803444e-01
3.03030899e-03, 2.15039432e-01
3.13131884e-03, 2.07637683e-01
3.23232892e-03, 2.00574696e-01
3.33333900e-03, 1.93829060e-01
3.43434908e-03, 1.87381059e-01
3.53535893e-03, 1.81212693e-01
3.63636902e-03, 1.75307363e-01
3.73737910e-03, 1.69649795e-01
3.83838895e-03, 1.64225891e-01
3.93939903e-03, 1.59022629e-01
4.04040888e-03, 1.54027939e-01
4.14141919e-03, 1.49230629e-01
4.24242904e-03, 1.44620255e-01
4.34343936e-03, 1.40187204e-01
4.44444921e-03, 1.35922417e-01
4.54545906e-03, 1.31817490e-01
4.64646937e-03, 1.27864569e-01
4.74747922e-03, 1.24056324e-01
4.84848907e-03, 1.20385833e-01
4.94949939e-03, 1.16846636e-01
5.05050924e-03, 1.13432683e-01
5.15151909e-03, 1.10138245e-01
5.25252940e-03, 1.06958009e-01
5.35353925e-03, 1.03886887e-01
5.45454910e-03, 1.00920193e-01
5.55555942e-03, 9.80533510e-02
5.65656926e-03, 9.52822119e-02
5.75757911e-03, 9.26026925e-02
5.85858943e-03, 9.00110304e-02
5.95959928e-03, 8.75036567e-02
6.06060959e-03, 8.50771293e-02
6.16161944e-03, 8.27282295e-02
6.26262929e-03, 8.04539323e-02
6.36363961e-03, 7.82512873e-02
6.46464946e-03, 7.61175677e-02
6.56565931e-03, 7.40501136e-02
6.66666962e-03, 7.20464215e-02
6.76767947e-03, 7.01041594e-02
6.86868932e-03, 6.82209954e-02
6.96969964e-03, 6.63947985e-02
7.07070949e-03, 6.46234974e-02
